title,year,rating,genre,synopsis,sinopse_limpa,Cluster,sinopse_melhorada,sinopse_melhorada_limpa
O Iluminado,1980,8.4,Drama,"Uma família se dirige a um hotel isolado para o inverno, onde uma presença sinistra influencia a violência do pai, enquanto seu filho psíquico vê presságios horríveis do passado e do futuro.",famil dirig hotel isol invern ond presenc sinistr influenc violenc pai enquant filh psiqu ve pressagi horri pass futur,Cluster 1,"No inverno, a família Torrance — Jack, aspirante a escritor e novo zelador do isolado Overlook, sua esposa Wendy e o pequeno Danny, que possui um dom psíquico chamado ""brilho"" — se instala no hotel que guarda um passado sinistro; a longa solidão e as forças sobrenaturais do lugar corroem a sanidade de Jack, transformando-o em ameaça à família, enquanto Danny, assombrado por visões do passado e do futuro, tenta compreender e escapar do horror crescente. Filme de 1980 dirigido por Stanley Kubrick, baseado no romance de Stephen King, estrelando Jack Nicholson, Shelley Duvall e Danny Lloyd.",invern famil torranc jack aspir escri nov zel isol overlook esp wendy pequen danny possu dom psiqu cham brilh instal hotel guard pass sinistr long solida forc sobrenat lug corro sanidad jack transformando ameac famil enquant danny assombr viso pass futur tent compreend escap horr cresc film 1980 dirig stanley kubrick base romanc stephen king estrel jack nicholson shelley duvall danny lloyd
O Grande Ditador,1940,8.4,"Comédia, Drama, Guerra",O ditador Adenoid Hynkel tenta expandir seu império enquanto um pobre barbeiro judeu tenta evitar a perseguição por seu regime.,dit adenoid hynkel tent expand imperi enquant pobr barb jud tent evit perseguica regim,Cluster 3,"O Grande Ditador (1940), escrito, dirigido, produzido, musicado e estrelado por Charlie Chaplin, é uma sátira mordaz ao fascismo em que Chaplin interpreta dois papéis: Adenoid Hynkel, ditador de Tomania, e um pobre barbeiro judeu que, após perder a memória na Primeira Guerra, luta para sobreviver em meio às perseguições do regime. Entre humor físico, crítica política e momentos comoventes, o filme ridiculariza líderes totalitários (incluindo Benzino Napaloni, ditador de Bacteria) e culmina num poderoso apelo por humanidade, liberdade e tolerância.",grand dit 1940 escrit dirig produz music estrel charli chaplin sat mordaz fasc chaplin interpret doi papel adenoid hynkel dit toman pobr barb jud apo perd memor prim guerr lut sobreviv mei perseguico regim hum fisic crit poli moment comov film ridiculariz lid totalitari inclu benzin napalon dit bact culmin poder apel human liberdad toleranc
Bastardos Inglórios,2009,8.4,"Aventura, Drama, Guerra","Na França ocupada pelos nazistas durante a Segunda Guerra Mundial, um plano para assassinar líderes nazistas por parte de um grupo de soldados judeus dos EUA coincide com os planos de vingança da dona de uma sala de cinema.",franc ocup nazist dur segund guerr mund plan assassin lid nazist part grup sold jud eua coincid plan vinganc don sal cinem,Cluster 3,"Na França ocupada pelos nazistas durante a Segunda Guerra Mundial, a ousada missão dos ""Bastardos"" — um grupo de soldados judeus americanos liderados pelo tenente Aldo Raine e por executores como Donny Donowitz e o vingativo Hugo Stiglitz — cruza-se com a história de Shosanna Dreyfus, uma jovem proprietária de cinema em Paris que busca vingar o massacre de sua família pelo implacável coronel Hans Landa; entre espionagem, duelo de inteligências e planos para um estrondoso atentado durante a estreia de um filme nazista que reúne a alta cúpula, a narrativa reimagina a guerra com tensão, humor negro e violência estilizada até um desfecho explosivo.",franc ocup nazist dur segund guerr mund ous missa bastard grup sold jud americ lider tenent ald rain execu donny donowitz ving hug stiglitz cruzas hist shosann dreyfu jov propriet cinem paril busc ving massacr famil implaca coronel ham land espion duel inteligenc plan estrond atent dur estre film nazist reun alt cupul narr reimagin guerr tensa hum negr violenc estil ate desfech explos
Repetente,2023,8.7,"Biografia, Drama",A história da vida real do oficial do IPS Manoj Kumar Sharma e do oficial do IRS Shraddha Joshi.,hist vid real ofic ip manoj kum sharm ofic ir shraddh josh,Cluster 4,"Repetente retrata, com base em fatos reais, a trajetória dos dedicados oficiais Manoj Kumar Sharma (IPS) e Shraddha Joshi (IRS), acompanhando seus desafios profissionais e pessoais ao enfrentar corrupção, pressões institucionais e dilemas éticos no serviço público; o filme explora sua coragem, determinação e compromisso com a lei, oferecendo um retrato humano das consequências e recompensas de lutar por justiça em um sistema adverso.",repet retrat bas fat real trajet dedic ofic manoj kum sharm ip shraddh josh ir acompanh desafi profiss pessoal enfrent corrupca presso instituc dilem etic serv publ film expl corag determinaca compromiss lei oferec retrat human consequenc recompens lut jus sistem advers
Aliens: O Resgate,1986,8.4,"Ação, Aventura, Ficção científica",Ellen Ripley é salvada depois de estar dormida por 57 anos. A luna que o Nostromo visitou foi colonizada mas o contado se perdeu.,ellen ripley salv dorm 57 ano lun nostr visit colon cont perd,Cluster 0,"Sete décadas e meia após ser encontrada à deriva, Ellen Ripley é resgatada e acorda num mundo diferente; o planeta onde a nave Nostromo avistou o ovo, LV-426 (Acheron), foi transformado na colônia Hadley's Hope, que perdeu todo contato com a corporação Weyland-Yutani. Assombrada pelo trauma e alertas do passado, Ripley é convocada a acompanhar uma força de fuzileiros coloniais para investigar o silêncio sinistro. Ao chegar, ela confronta horrores que combinam ação visceral e tensão crescente: uma infestação alienígena que ameaça a colônia e força Ripley a enfrentar seus piores medos, assumir um papel maternal e lutar pela sobrevivência de inocentes — especialmente de uma garotinha que se torna seu elo humano com a esperança.",set dec mei apo encontr deriv ellen ripley resgat acord mund difer planet ond nav nostr avist ovo lv426 acheron transform colon hadley hop perd tod contat corporaca weylandyutan assombr traum alert pass ripley convoc acompanh forc fuzil colon investig silenci sinistr cheg confront horr combin aca viscer tensa cresc infestaca alienigen ameac colon forc ripley enfrent pi med assum papel matern lut sobrevivenc inoc espec garot torn elo human esperanc
Batman: O Cavaleiro das Trevas Ressurge,2012,8.4,"Ação, Drama, Suspense","Passaram-se oito anos desde a morte de Harvey Dent e o Batman, ao assumir a culpa pela morte do promotor, desapareceu. Agora, ele terá de lidar com a chegada da Mulher Gato e de Bane em Gotham City.",passarams oit ano desd mort harvey dent batman assum culp mort promot desaparec agor ter lid cheg mulh gat ban goth city,Cluster 2,"Oito anos após a morte de Harvey Dent, cuja imagem foi preservada para manter a paz em Gotham, Bruce Wayne — o Batman — desapareceu, vivendo recluso enquanto a cidade se beneficia da ""Lei Dent""; até que o retorno de crimes organizados e a chegada do brutal Bane forçam-no a emergir novamente. Entre confrontos físicos e dilemas morais, Bruce enfrenta uma ameaça que pretende destruir Gotham por meio de um plano de dominação e catástrofe, ao mesmo tempo em que se envolve com Selina Kyle, uma ladra ambígua cujas alianças oscilam entre interesse próprio e redenção. Cercado por aliados como Alfred, Lucius Fox e o Comissário Gordon, Batman precisa reconstruir seu corpo e espírito para proteger a cidade e decidir que legado deixará.",oit ano apo mort harvey dent cuj imag preserv mant paz goth bruc wayn batman desaparec viv reclus enquant cidad benefic lei dent ate retorn crim organiz cheg brut ban forcamn emerg nov confront fisic dilem moral bruc enfrent ameac pretend destru goth mei plan dominaca catastrof temp envolv selin kyl ladr ambigu cuj alianc oscil inter propri redenca cerc ali alfred luc fox comissari gordon batman precis reconstru corp espirit proteg cidad decid leg deix
Viva: A Vida é uma Festa,2017,8.4,"Animação, Aventura, Drama, Família, Fantasia, Mistério","O aspirante a músico Miguel, confrontado com a proibição ancestral da música pela sua família, entra na Terra dos Mortos para encontrar o seu tataravô, um cantor lendário.",aspir music miguel confront proibica ancestr music famil entr terr mort encontr tatarav can lendari,Cluster 5,"Miguel, um jovem apaixonado pela música que vive numa família de sapateiros onde o uso da música foi proibido por gerações, sonha em seguir os passos de seu ídolo Ernesto de la Cruz; determinado a provar seu talento, ele entra na colorida e mágica Terra dos Mortos durante o Día de Muertos. Lá, acompanhado pelo carismático e desencantado espírito Héctor, Miguel embarca numa emocionante jornada para desvendar segredos familiares, confrontar tradições, reivindicar sua identidade e redescobrir a importância da memória, do perdão e dos laços que mantêm vivos aqueles que se foram.",miguel jov apaixon music viv famil sapat ond uso music proib geraco sonh segu pass idol ernest la cruz determin prov talent entr color magic terr mort dur dia muert la acompanh carisma desencant espirit hec miguel embarc emocion jorn desvend segred famili confront tradico reivindic ident redescobr importanc memor perda lac mant viv
Amadeus,1984,8.4,"Biografia, Drama","A vida, sucessos e tribulações de Wolfgang Amadeus Mozart de acordo com Antonio Salieri, um compositor que era contemporâneo, que sempre teve ciúmes dele e que alegou tê-lo matado.",vid sucess tribulaco wolfgang amad mozart acord antoni salier composi contemporane sempr cium aleg tel mat,Cluster 4,"Narrada como a confissão de um Salieri envelhecido e amargurado, Amadeus — dirigido por Miloš Forman e baseado na peça de Peter Shaffer — retrata em Viena do século XVIII o meteórico talento de Wolfgang Amadeus Mozart (Tom Hulce) e a crescente inveja do colega de corte Antonio Salieri (F. Murray Abraham). Entre espetáculos exuberantes, intrigas da corte do imperador José II e episódios íntimos da vida caótica de Mozart, o filme explora obsessão, culpa e o preço da genialidade, embalado pelas obras do próprio Mozart; rendeu aclamação crítica e prêmios, destacando a atuação premiada de Abraham.",narr confissa salier envelhec amargur amad dirig mil forman base pec pet shaff retrat vien secul xvii meteor talent wolfgang amad mozart tom hulc cresc invej coleg cort antoni salier f murray abrah espetacul exuber intrig cort imper jos ii episodi intim vid cao mozart film expl obsessa culp prec genial embal obr propri mozart rend aclamaca crit premi destac atuaca premi abrah
Vingadores: Ultimato,2019,8.4,"Ação, Aventura, Ficção científica","Após os eventos devastadores de Vingadores: Guerra Infinita, o universo está em ruínas. E com a ajuda de aliados, os Vingadores se reúnem para desfazer as ações de Thanos e restaurar a ordem.",apo event devast ving guerr infinit univers ruin ajud ali ving reun desfaz aco than restaur ord,Cluster 0,"Após os eventos devastadores de Vingadores: Guerra Infinita, em que metade da vida no universo desapareceu, os heróis restantes — liderados por Tony Stark, Steve Rogers, Thor, Natasha Romanoff, Bruce Banner e Clint Barton — lutam para lidar com a perda. Anos depois, uma inesperada oportunidade envolvendo o Reino Quântico permite um ousado plano de viagem no tempo para recuperar as Joias do Infinito e desfazer o estalo de Thanos. Na jornada, alianças são reconstituídas, sacrifícios são feitos e uma épica batalha final decide o destino do universo, culminando em heroísmo e consequências irreversíveis.",apo event devast ving guerr infinit metad vid univers desaparec heroil rest lider tony stark stev rog th natash romanoff bruc bann clint barton lut lid perd ano inesper oportun envolv rein quan permit ous plan viag temp recuper joi infinit desfaz estal than jorn alianc sao reconstitu sacrifici sao feit epic batalh final decid destin univers culmin hero consequenc irreversi
Gênio Indomável,1997,8.3,"Drama, Romance","Will Hunting, um zelador de uma universidade, tem habilidades para a matemática, mas precisa da ajuda de um psicólogo para encontrar seu propósito.",will hunting zel univers habil matema precis ajud psicolog encontr proposit,Cluster 1,"Will Hunting é um jovem zelador em uma universidade de Boston cuja inteligência autodidata o torna capaz de resolver problemas matemáticos de alto nível, incluindo um desafio deixado pelo professor Gerald Lambeau; porém, após se envolver em brigas e ser preso, evita cumprir pena ao aceitar terapia, onde encontra Sean Maguire, um psicólogo cuja empatia e experiência de vida o confrontam com traumas do passado. Apoiado pelo amigo leal Chuckie e pela relação com Skylar, Will luta contra o medo de se expor e, enfim, precisa escolher entre a proteção da sua zona conhecida e a chance de construir um futuro autêntico.",will hunting jov zel univers boston cuj inteligenc autodidat torn capaz resolv problem matema alt nivel inclu desafi deix profes gerald lambeau por apo envolv brig pres evit cumpr pen aceit terap ond encontr sean magu psicolog cuj empat experienc vid confront traum pass apoi amig leal chucki relaca skyl will lut contr med exp enfim precis escolh proteca zon conhec chanc constru futur auten
